epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1115.81,1.15867,0.97172,0.85631,0.72692,0.7583,0.81287,0.56617,1.01843,0.86894,0.8177,0.00015842,0.00015842,0.00015842
23,1166.96,1.15524,0.94769,0.85718,0.78608,0.70532,0.8779,0.6052,1.0747,0.83009,0.82734,0.00015644,0.00015644,0.00015644
24,1218.06,1.15088,0.93751,0.8569,0.72929,0.72148,0.83259,0.59399,0.98777,0.83377,0.82058,0.00015446,0.00015446,0.00015446
25,1268.07,1.16008,0.93938,0.8583,0.78424,0.644,0.85215,0.61264,0.93971,0.85353,0.8084,0.00015248,0.00015248,0.00015248
26,1318.77,1.15549,0.92833,0.85499,0.78313,0.77297,0.8837,0.62893,1.00128,0.79659,0.81948,0.0001505,0.0001505,0.0001505
27,1369.63,1.12139,0.88219,0.8499,0.73539,0.72866,0.85536,0.60076,1.06888,0.94946,0.82425,0.00014852,0.00014852,0.00014852
28,1419.33,1.14004,0.87084,0.8557,0.8461,0.76901,0.91086,0.65847,0.97335,0.85197,0.81501,0.00014654,0.00014654,0.00014654
29,1470.25,1.11731,0.86636,0.84969,0.75697,0.79119,0.9054,0.68672,0.85527,0.73028,0.79748,0.00014456,0.00014456,0.00014456
30,1521.1,1.07921,0.84861,0.84235,0.8377,0.76884,0.90167,0.66771,0.9671,0.75136,0.8109,0.00014258,0.00014258,0.00014258
31,1570.73,1.08985,0.81759,0.84815,0.75724,0.76459,0.90421,0.65705,0.98652,0.74864,0.81296,0.0001406,0.0001406,0.0001406
32,1620.11,1.08572,0.802,0.84119,0.80126,0.78179,0.89254,0.6622,0.97089,0.73518,0.80638,0.00013862,0.00013862,0.00013862
33,1669.76,1.07687,0.78621,0.84311,0.74491,0.85053,0.91766,0.67652,0.94097,0.70551,0.80454,0.00013664,0.00013664,0.00013664
34,1719.45,1.07048,0.79471,0.84722,0.81011,0.79443,0.9343,0.65624,1.07757,0.73905,0.8145,0.00013466,0.00013466,0.00013466
35,1769.23,1.06584,0.77582,0.83345,0.67682,0.85746,0.91466,0.67418,0.93977,0.68274,0.80003,0.00013268,0.00013268,0.00013268
36,1818.96,1.05736,0.76342,0.83761,0.79254,0.84419,0.92962,0.69645,0.93433,0.71511,0.80664,0.0001307,0.0001307,0.0001307
37,1869.92,1.05246,0.75907,0.83493,0.80075,0.81534,0.89775,0.62685,1.08129,0.84351,0.81958,0.00012872,0.00012872,0.00012872
38,1919.81,1.04566,0.73087,0.8402,0.87172,0.79437,0.93307,0.67019,0.96229,0.72116,0.80913,0.00012674,0.00012674,0.00012674
39,1969.33,1.02888,0.71828,0.83559,0.76676,0.85364,0.9002,0.67366,0.93475,0.76522,0.80752,0.00012476,0.00012476,0.00012476
40,2019.04,1.02348,0.71342,0.83485,0.79233,0.8088,0.93379,0.68712,0.92958,0.7031,0.80329,0.00012278,0.00012278,0.00012278
41,2068.63,1.03215,0.71368,0.8413,0.86058,0.80303,0.92862,0.69119,0.89864,0.67146,0.80147,0.0001208,0.0001208,0.0001208
42,2118.3,1.01764,0.7312,0.83387,0.84403,0.76085,0.9256,0.67549,0.91938,0.6939,0.79989,0.00011882,0.00011882,0.00011882
43,2167.71,0.99641,0.69353,0.82627,0.7684,0.89815,0.94443,0.72281,0.79741,0.65697,0.79021,0.00011684,0.00011684,0.00011684
44,2218.01,0.98262,0.65948,0.83397,0.83513,0.79279,0.90187,0.67467,0.8902,0.67674,0.79719,0.00011486,0.00011486,0.00011486
45,2267.1,1.01157,0.69336,0.83358,0.8038,0.85586,0.93606,0.68143,0.92873,0.65298,0.80317,0.00011288,0.00011288,0.00011288
46,2316.2,0.99663,0.67576,0.82953,0.81382,0.84587,0.94804,0.69147,0.98494,0.66052,0.8129,0.0001109,0.0001109,0.0001109
47,2365.12,0.99344,0.66706,0.83728,0.72451,0.91138,0.94418,0.68617,0.94001,0.65568,0.80373,0.00010892,0.00010892,0.00010892
48,2413.98,0.96897,0.64733,0.82491,0.83459,0.83901,0.94322,0.70253,0.84002,0.64576,0.79654,0.00010694,0.00010694,0.00010694
49,2462.86,0.97411,0.64514,0.83044,0.75712,0.9115,0.96237,0.72199,0.87751,0.65268,0.80224,0.00010496,0.00010496,0.00010496
50,2512.56,0.98005,0.6385,0.82852,0.78769,0.92994,0.94371,0.72253,0.87964,0.61964,0.80098,0.00010298,0.00010298,0.00010298
51,2561.44,0.97315,0.64399,0.82888,0.78287,0.87519,0.9231,0.71023,0.81672,0.6443,0.79616,0.000101,0.000101,0.000101
52,2610.42,0.94356,0.62159,0.8267,0.73904,0.92918,0.9344,0.70235,0.86423,0.64359,0.79923,9.902e-05,9.902e-05,9.902e-05
53,2659.35,0.92436,0.60717,0.82231,0.7584,0.89727,0.93753,0.70297,0.82434,0.59518,0.79176,9.704e-05,9.704e-05,9.704e-05
54,2708.11,0.93293,0.61226,0.81693,0.84523,0.84174,0.90575,0.67852,0.79628,0.67709,0.78864,9.506e-05,9.506e-05,9.506e-05
55,2756.74,0.92348,0.60373,0.82232,0.833,0.88297,0.95004,0.69779,0.85465,0.59388,0.79381,9.308e-05,9.308e-05,9.308e-05
56,2805.51,0.90769,0.59679,0.82379,0.77333,0.88558,0.9474,0.70499,0.88962,0.65441,0.79804,9.11e-05,9.11e-05,9.11e-05
57,2854.37,0.9323,0.58806,0.82368,0.75058,0.87827,0.90193,0.67474,0.81886,0.63449,0.7909,8.912e-05,8.912e-05,8.912e-05
58,2903.17,0.89897,0.56706,0.81868,0.87926,0.8094,0.94524,0.68905,0.87308,0.66066,0.80001,8.714e-05,8.714e-05,8.714e-05
59,2951.93,0.9028,0.58583,0.82128,0.79493,0.89459,0.9553,0.72279,0.82444,0.6195,0.79101,8.516e-05,8.516e-05,8.516e-05
60,3001.68,0.90223,0.5719,0.81461,0.89384,0.85983,0.96346,0.71935,0.8785,0.6264,0.79713,8.318e-05,8.318e-05,8.318e-05
61,3050.48,0.89827,0.5541,0.81579,0.82131,0.8949,0.94506,0.71707,0.86511,0.61609,0.79143,8.12e-05,8.12e-05,8.12e-05
62,3099.16,0.8815,0.55851,0.82271,0.83302,0.90656,0.96814,0.72727,0.86692,0.6069,0.79658,7.922e-05,7.922e-05,7.922e-05
63,3149.03,0.8739,0.54314,0.81861,0.75591,0.89532,0.92195,0.69431,0.91245,0.68422,0.80237,7.724e-05,7.724e-05,7.724e-05
64,3197.86,0.87369,0.53824,0.81762,0.86292,0.83911,0.94623,0.72037,0.8321,0.63377,0.78992,7.526e-05,7.526e-05,7.526e-05
65,3246.81,0.88413,0.53643,0.81695,0.83488,0.86425,0.94742,0.70997,0.87876,0.64521,0.79482,7.328e-05,7.328e-05,7.328e-05
66,3295.59,0.86039,0.5364,0.81554,0.8646,0.86128,0.96462,0.71388,0.89218,0.59316,0.79991,7.13e-05,7.13e-05,7.13e-05
67,3344.22,0.86231,0.54065,0.81229,0.88236,0.86694,0.96398,0.73341,0.8048,0.58359,0.79109,6.932e-05,6.932e-05,6.932e-05
68,3393.72,0.87285,0.54036,0.81567,0.82426,0.8901,0.96858,0.74077,0.81505,0.61336,0.78699,6.734e-05,6.734e-05,6.734e-05
69,3443.33,0.83219,0.51384,0.80881,0.88633,0.85733,0.95586,0.70577,0.90344,0.56492,0.7972,6.536e-05,6.536e-05,6.536e-05
70,3492.08,0.83714,0.51406,0.81149,0.80934,0.90689,0.94437,0.7228,0.80427,0.60576,0.78968,6.338e-05,6.338e-05,6.338e-05
71,3540.84,0.83261,0.49468,0.81135,0.78159,0.9394,0.95609,0.71025,0.84859,0.56718,0.7926,6.14e-05,6.14e-05,6.14e-05
72,3589.56,0.81636,0.49399,0.8112,0.81388,0.90232,0.95407,0.73731,0.83086,0.5396,0.78932,5.942e-05,5.942e-05,5.942e-05
73,3638.13,0.82511,0.49912,0.81101,0.82428,0.92583,0.95796,0.71374,0.86884,0.54996,0.79361,5.744e-05,5.744e-05,5.744e-05
74,3686.79,0.82172,0.49158,0.80918,0.85289,0.90542,0.95423,0.72809,0.82424,0.5218,0.79307,5.546e-05,5.546e-05,5.546e-05
75,3735.67,0.8222,0.5094,0.81082,0.86698,0.86499,0.94274,0.70783,0.85739,0.6007,0.79115,5.348e-05,5.348e-05,5.348e-05
76,3784.34,0.81529,0.47994,0.81402,0.8444,0.88126,0.94973,0.72613,0.80317,0.57051,0.78717,5.15e-05,5.15e-05,5.15e-05
77,3833.07,0.81475,0.47818,0.80515,0.89168,0.83686,0.95938,0.75678,0.75586,0.5144,0.78502,4.952e-05,4.952e-05,4.952e-05
78,3882.75,0.79711,0.46927,0.81217,0.86101,0.87791,0.9594,0.7482,0.76176,0.54789,0.78546,4.754e-05,4.754e-05,4.754e-05
79,3931.6,0.78345,0.46732,0.81041,0.82753,0.92105,0.9394,0.72903,0.73673,0.52387,0.78258,4.556e-05,4.556e-05,4.556e-05
80,3980.47,0.78698,0.45852,0.81109,0.86917,0.90194,0.96785,0.75366,0.76377,0.49968,0.78546,4.358e-05,4.358e-05,4.358e-05
81,4029.4,0.78699,0.46004,0.81017,0.86856,0.88974,0.97206,0.74241,0.8192,0.56955,0.79186,4.16e-05,4.16e-05,4.16e-05
82,4078,0.77557,0.46398,0.81038,0.83607,0.90551,0.97052,0.75599,0.77316,0.5282,0.78501,3.962e-05,3.962e-05,3.962e-05
83,4127.89,0.78084,0.45591,0.80506,0.8342,0.9073,0.95319,0.73797,0.78513,0.51954,0.78784,3.764e-05,3.764e-05,3.764e-05
84,4176.59,0.76471,0.44766,0.80154,0.8433,0.88447,0.94343,0.74186,0.75241,0.54049,0.78381,3.566e-05,3.566e-05,3.566e-05
85,4225.13,0.75523,0.44159,0.80344,0.82938,0.90556,0.94472,0.74589,0.7885,0.57403,0.78659,3.368e-05,3.368e-05,3.368e-05
86,4273.95,0.75904,0.44067,0.8089,0.80966,0.9321,0.9629,0.75919,0.76033,0.52434,0.78407,3.17e-05,3.17e-05,3.17e-05
87,4323.63,0.7535,0.44602,0.80824,0.91751,0.85112,0.96444,0.7661,0.71781,0.51755,0.77975,2.972e-05,2.972e-05,2.972e-05
88,4373.45,0.75349,0.43364,0.80534,0.84765,0.8887,0.96656,0.75481,0.73402,0.52977,0.78119,2.774e-05,2.774e-05,2.774e-05
89,4422.29,0.73501,0.42571,0.80117,0.82448,0.92517,0.96476,0.74633,0.79157,0.56099,0.78549,2.576e-05,2.576e-05,2.576e-05
90,4471.01,0.72466,0.4292,0.80268,0.79989,0.93695,0.9635,0.7701,0.7607,0.54237,0.78281,2.378e-05,2.378e-05,2.378e-05
91,4521.31,0.71771,0.40224,0.80467,0.90111,0.82397,0.9586,0.75995,0.76635,0.5786,0.78567,2.18e-05,2.18e-05,2.18e-05
92,4570.44,0.69985,0.38778,0.80403,0.8822,0.84474,0.96331,0.76432,0.77698,0.57095,0.78702,1.982e-05,1.982e-05,1.982e-05
93,4619.3,0.68547,0.37696,0.79817,0.91591,0.841,0.96206,0.75788,0.76481,0.55875,0.78453,1.784e-05,1.784e-05,1.784e-05
94,4668.33,0.67635,0.37702,0.79603,0.86942,0.87325,0.96366,0.7592,0.762,0.54361,0.78459,1.586e-05,1.586e-05,1.586e-05
95,4717.28,0.67272,0.3765,0.79636,0.87631,0.86231,0.94562,0.74938,0.778,0.54919,0.78556,1.388e-05,1.388e-05,1.388e-05
96,4766.04,0.66509,0.37742,0.79192,0.91783,0.83872,0.94757,0.74425,0.76077,0.54503,0.78389,1.19e-05,1.19e-05,1.19e-05
97,4814.95,0.66304,0.36574,0.80082,0.90242,0.84356,0.9468,0.74012,0.77342,0.54969,0.78593,9.92e-06,9.92e-06,9.92e-06
98,4863.84,0.65235,0.3634,0.79799,0.89326,0.85075,0.94627,0.74075,0.77876,0.56889,0.78616,7.94e-06,7.94e-06,7.94e-06
99,4912.73,0.65009,0.35584,0.79649,0.88442,0.85157,0.9466,0.73755,0.77887,0.57022,0.78586,5.96e-06,5.96e-06,5.96e-06
100,4961.52,0.65355,0.3715,0.79767,0.87659,0.84681,0.94264,0.73647,0.75503,0.5665,0.7832,3.98e-06,3.98e-06,3.98e-06
